Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"24/02/2023","APT 3, 156 LOWER GLANMIRE ROAD, TIVOLI","Cork","T23EY01","€106,666.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","APT 8 BLOCK C, THE WATERFRONT, LEITRIM VILLAGE","Leitrim","N41H732","€182,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","BALLAGH, BUSHYPARK, GALWAY","Galway","H91X4TD","€1,440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","BALLYDANIEL, BALLYMACODA, CORK","Cork","P25XE29","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","BALLYMACAHILL, FROSSES, CO DONEGAL","Donegal","","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","BALLYMACORMICK, LONGFORD","Longford","","€227,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","BALLYMARTIN, GRENAGH, CO CORK","Cork","T23F974","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","BARRADUFF VILLAGE, HEADFORD, KILLARNEY","Kerry","V93V0T9","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","BAWNOGUES, BALTINGLASS, WICKLOW","Wicklow","W91R9K7","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","BEECH COTTAGE, DERRYMORE, KIILUCAN","Westmeath","N91HX49","€237,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","BEENBANE, WATERVILLE, KERRY","Kerry","V23YA21","€187,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","CAHER RD, MUNGRET, LIMERICK","Limerick","V94XY8D","€810,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","CAM, BRIDESWELL, ATHLONE","Roscommon","N37YH30","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","CARNAVN, KILCOLGIN, GALWAY","Galway","H91R8WE","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","CARROWMORE, CROGHAN, BOYLE","Roscommon","","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","CLOCH ARD, BALLINAKILL, LETTERMULLEN","Galway","H91K0YY","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","CLOGHANMORE, KINNITTY, BIRR","Offaly","R42DX64","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","CLOONAGULLEEN, KILDIMO, CO LIMERICK","Limerick","V940Y51","€925,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","COOLNAMUCK RD, CARRICK ON SUIR, TIPPERARY","Tipperary","E32PX27","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","COURTCLOUGH LOWER, THE BALLAGH, ENNISCORTHY","Wexford","","€105,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","CUSH COTTAGE, 3 BURROW RD, SUTTON DUBLIN 13","Dublin","D13AE44","€905,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","DROMICKBANE, MUCKROSS, KILLARNEY","Kerry","V93R2E5","€612,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","DRUMMIN, FLAGMOUNT, CLARE","Clare","","€159,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","GARDEN HILL, BALLYSHEEDY, LIMERICK","Limerick","V94VY8H","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","GIBRALTAR, BELLAIR, DOUGLAS RD","Cork","T12D9E4","€675,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","GLENCAIRN, FAHAN, LIFFORD","Donegal","","€810,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","GLENLUAIN, BAILEBORO ROAD, KINGSCOURT","Cavan","A82X9R3","€192,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","GORTACRAGHER, ROSSPORT, BALLINA","Mayo","","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","GROGAN & Corroe, BALLYCUMBER, OFFALY","Offaly","R35H397","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","HARBOUR HOUSE, THE QUAY, KINVARA","Galway","H91T02D","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","HATCHERY LANE, INISTIOGE, CO KILKENNY","Kilkenny","R95VH57","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","HELEN VILLE, POULADUFF RD, CORK","Cork","","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","HELENVILLE, POULADUFF ROAD, CORK CITY","Cork","T12CCX5","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","KILLAHA WEST, KENMARE, KERRY","Kerry","","€540,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","KILLYSHANE, PALATINE, CARLOW","Carlow","R93E1W7","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","KILTALE, DUNSANY, MEATH","Meath","E45H295","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","KNOCKAINEY HILL, HOSPITAL, LIMERICK","Limerick","V35DT02","€146,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","KNOCKROE, CLAREMORRIS, CO MAYO","Mayo","","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","LACKAGHMORE, PORTNOO, CO. DONEGAL","Donegal","","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","LAKEVIEW, FARGRIM, DRUMSNA","Leitrim","N41W521","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","LEA ROAD, PORTARLINGTON, CO LAOIS","Laois","R32F3F2","€266,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","LECARROW, TULLA, CLARE","Clare","V95P4V6","€242,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","LEITH EAST, ABBEYDORNEY, KERRY","Kerry","V92DY28","€269,900.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","MAIN STREET, CLOGHEEN, CO. TIPPERARY","Tipperary","E21CY29","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","MAPLE HOUSE, RAHARDRUM, VIRGINIA","Cavan","A82N628","€356,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","MONADIHA, RATHGORMACK, CARRICK ON SUIR","Waterford","E32PD61","€103,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","MOYMET KILBRIDE, TRIM, CO. MEATH","Meath","C15XV56","€521,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","MULLAGHADRUM, CORRANDULLA, GALWAY","Galway","H91T2P8","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","NEWTOWN, LUSMAGH, BANAGHER","Offaly","R42NW95","€56,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","No. 67, Vicars Glebe, Coachford","Cork","P12PN70","€229,075.00","No","Yes","New Dwelling house /Apartment",""
"24/02/2023","PORTO COLOM, HIGGINSTOWN, KILLUCAN","Westmeath","N91F2P3","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","REVANAGH, 27 KATHERINES TERRACE, BOTANIC RD DUBLIN 9","Dublin","D09Y6E8","€595,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","RHINE COTTAGE, LATTENSBOG, CARAGH NAAS","Kildare","W91DY7F","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","ROSE COTTAGE, BALLYDONOGHUE, LISSELTON","Kerry","V31R968","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","SEASCAPE, HARBOUR VIEW, COBH","Cork","P24TW30","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","SHEIL AVE, BUNDORAN, DONEGAL","Donegal","F94NN23","€299,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","THE LAURELS, ARDCARNE, BOYLE","Roscommon","F52X560","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","THE ROUGHAN, LIFFORD, DONEGAL","Donegal","","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","TIERMACLANE, KILDYSART ROAD, ENNIS","Clare","V95P6R3","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","TOBERLEHEEN, BALLINAGAR, TULLAMORE","Offaly","R35EY04","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2023","TYONE, NENAGH, TIPPERARY","Tipperary","","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/02/2023","16 ROSEABBEY PARK, KINSALE, CO CORK","Cork","P17CC99","€102,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"25/02/2023","27 RACECOURSE HEIGHTS, OAKPARK, TRALEE","Kerry","V92W70F","€212,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","1 Hawthorn Walk, Kilcarbery Grange, Dublin 22","Dublin","","€270,400.00","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","1 NEWTOWN HOUSE, NEWTOWN PARK, WATERFORD","Waterford","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","1 WILLIAM ST, CASHEL, TIPPERARY","Tipperary","E25HH29","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","10 CASTLECOURT, KILMALLOCK, LIMERICK","Limerick","V35DX28","€176,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","10 STELLA MARIS, BALLISODARE, SLIGO","Sligo","F91V4F3","€147,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","103 Pearson's Brook, Creagh Demense, Gorey","Wexford","","€427,312.77","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","103 SHELMARTIN AVE, FAIRVIEW, DUBLIN 3","Dublin","D03A2X7","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","11 ST JAMESS COURT, ENNIS RD, LIMERICK","Limerick","V94P5FN","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","116 Bawnogue  Green, The bawnogues, Kilcock","Kildare","","€365,638.00","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","117 EFFERNOCK AVENUE, TRIM","Meath","","€348,017.00","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","117 WEIRVIEW DRIVE, STILLORGAN, CO DUBLIN","Dublin","A94F780","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","118 CLONMACNOISE RD, CRUMLIN, DUBLIN 12","Dublin","D12P9F6","€322,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","12 BALLINTREE VILLAGE, TYRELLSTOWN, DUBLIN 15","Dublin","D15H1R0","€207,445.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","12 BREHONS CHAIR, KELLYSTOWN RD, RATHFARNHAM DUBLIN 16","Dublin","D16RX77","€1,110,001.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","12 CLOGHER LI CLOGHERS, TRALEE, KERRY","Kerry","V92T86K","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","12 EGLINTON SQ, DONNYBROOK, DUBLIN 4","Dublin","D04A7K3","€975,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","12 HOLLYGROVE, BROOMFIELD, MIDLETON","Cork","P25X577","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","12 PELLA RD, KILRUSH, CLARE","Clare","V15EC94","€77,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","12 Vartry Close, Tinakilly Park, Rathnew","Wicklow","","€339,207.00","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","128 FEARANN RI, DOUGHISKA, GALWAY","Galway","H91YT0V","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","13 The Cedars, Lackenroe, Glounthaune","Cork","T45V068","€374,449.34","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","13 Vartry Close, Tinakilly Park, Rathnew","Wicklow","","€339,207.00","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","132 KNOCKNALYRE, SLIGO RD, BALLINA","Mayo","F26R8P9","€124,502.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","14 MITCHELS COURT, TRALEE","Kerry","V92Y59R","€40,480.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","14 WOODVIEW COURT, KNOCKNACARRA, GALWAY","Galway","H91T63V","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","146 BELFRY HALL, CITYWEST, DUBLIN 24","Dublin","D24KH56","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","1489 ASSUMPTA VILLAS, KILDARE, KILDARE","Kildare","R51YC44","€287,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","15 DUN NA RIOGH VALE, NAAS, KILDARE","Kildare","W91NR3P","€480,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","16 AUGHAVANAGH RD, CRUMLIN, DUBLIN 12","Dublin","D12W863","€480,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","16 BARRACK ST, WEXFORD","Wexford","Y35W9K4","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","16 CHANCERY HALL, NORTH KING STREET, DUBLIN 7","Dublin","D07K579","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","16 MC NEELY VILLAS, LETTERKENNY, DONEGAL","Donegal","F92XWC1","€73,333.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","16 PINE COURT, TYCOR, WATERFORD","Waterford","X91F2KR","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","16 The Rise, Vartry Wood, Ashford","Wicklow","","€387,665.00","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","17 BEECHWOOD, CLONBALT WOODS, LONGFORD","Longford","N39Y6K8","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","17 BOURLUM COURT, GREEN RD, CARLOW","Carlow","R93Y9Y8","€284,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","17 HALPINS TERRACE, DROGHEDA, LOUTH","Louth","A92H0AA","€203,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","17 MELESIAN LAWN, SWORDS, DUBLIN","Dublin","K67X7W6","€407,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","17 SANDYCOVE, MOUNTSHANNON, CLARE","Clare","V94T3Y8","€203,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","18 CASTLE LAWNS, BALROTHERY, TALLAGHT","Dublin","D24TW7K","€208,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","19 CASTLEJANE COURT, CASTLEJANE WOODS, GLANMIRE","Cork","T45HC83","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","19 CATHEDRAL PLACE, ST JOHN SQ, LIMERICK","Limerick","V94F3FA","€206,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","19 HILLSIDE, DRUMCONRATH, NAVAN","Meath","C15K4W0","€173,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","19 The Larches, The Miles, Clonakilty","Cork","","€286,343.61","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","2 ASCAILL, DUN CHORMAIC, CASHEL","Tipperary","E25PY95","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","2 AVONDALE, MODEL FARM RD, CORK","Cork","T12FX9A","€785,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","2 SHANDON ST, DUNGARVAN, WATERFORD","Waterford","X35HX99","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","2 TARA COURT, SALEEN, CASTLEBAR","Mayo","F23E767","€71,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","2 THE CLOSE, CHAPELSTOWN GATE, TULLOW RD","Carlow","R93CX51","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","20 HAMPTON WOODS, BALBRIGGAN, DUBLIN","Dublin","K32A215","€337,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","20 MITCHELSCOURT EST, MITCHELSTOWN, CORK","Cork","P67YN30","€252,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","20 MOUNTFIELD PARK, MALAHIDE, DUBLIN","Dublin","K36NY71","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","20 WHITE PINES DRIVE, STOCKING AVENUE, RATHFARNHAM","Dublin","D16T9R2","€580,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","202 CHARLEMONT, GRIFFITH AVE, DUBLIN 9","Dublin","D09E4A3","€620,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","21 CLOISTER GROVE, CARYSFORT AVE, BLACKROCK","Dublin","A94A0X8","€617,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","21 SHEARS PARK, GLASHEEN, CORK","Cork","T12WK6Y","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","212 BEECHWOOD COURT, STILLORGAN, DUBLIN","Dublin","A94N2T8","€435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","22 THE ORCHARDS, BALLINACUBBY, KINSALE","Cork","P17A303","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","22 WOODVIEW HEIGHTS, DUNBOYNE, MEATH","Meath","A86FN20","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","23 Castle Park, Killycard, Castleblayney","Monaghan","","€233,480.00","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","24 LAKELANDS AVE, STILLORGAN, DUBLIN","Dublin","A94W213","€730,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","25 SHANOWEN HALL, SHANOWEN RD, SANTRY DUBLIN 9","Dublin","D09HR94","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","25 STONEBRIDGE, MAUDLIN RD, KELLS","Meath","A82T0F8","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","28 HAZELWOOD WAY, GLANMIRE, CORK","Cork","T45CX94","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","29 LAUREL BANK, LANESVILLE, DUN LAOGHAIRE","Dublin","A96FK16","€520,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","29 PEBBLE DR, PEBBLE BEACH, TRAMORE","Waterford","X91C3X9","€168,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","29 The Drive, Richmond Rise, Sallybrook","Cork","","€334,801.76","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","2A THE AVENUE, PEMBROKE WOOD, PASSAGE WEST","Cork","T12DP03","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","2O DUNLOE HALL 27 MERRION ST UPPER, DUBLIN 2, DUBLIN","Dublin","D02W883","€408,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","3 Cul Ard, Gallanes, Co. Cork","Cork","P75FX47","€462,775.00","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","3 GRANGE HOUSE TAYLORS HILL, RATHFARNHAM, DUBLIN 16","Dublin","D16V086","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","3 GRAYDON DRIVE, NEWCASTLE, COUNTY DUBLIN","Dublin","D22T0F8","€387,665.00","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","3 Hawthorn Walk, Kilcarbery Grange, Dublin 22","Dublin","","€279,200.00","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","3 INIS SIODA, SHANNON, CLARE","Clare","V14YV48","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","3 Kilcoolaght Place, Killarney","Kerry","","€312,775.00","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","3 Rathborne Gardens, Rathborne Boulevard, Ashtown","Dublin","","€431,718.06","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","3 ST CARTHAGES AVE, WATERFORD, WATERFORD","Waterford","X91X28V","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","3 ST JOHNS VILLAS, WATERFORD, WATERFORD","Waterford","X91P7EC","€227,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","30 BLACKFORT MANOR, NEWPORT RD, CASTLEBAR","Mayo","F23DW01","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","31 Summerseat Avenue, Clonee","Meath","","€290,749.00","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","32 SYCAMORE ROAD, CONNELL DRIVE, NEWBRIDGE","Kildare","W12PY65","€228,583.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","32 VINEGAR VILLAS, ENNISCORTHY, CO WEXFORD","Wexford","Y21A4N9","€92,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","33 LACKEN VIEW, NAAS, CO KILDARE","Kildare","W91W27A","€220,774.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","34 BLACKLION MANOR, GREYSTONES, WICKLOW","Wicklow","A63WK73","€264,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","34 THE GREEN, CLONARD, WEXFORD","Wexford","Y35CHC8","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","36 HERON, THORNWOOD BOOTERSTOWN AVE, BLACKROCK","Dublin","A94Y627","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","37 PRIORLAND GROVE, DUBLIN RD, DUNDALK","Louth","A91T2F7","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","38 LAGAVOREEN MANOR, DROGHEDA, LOUTH","Meath","A92KXF8","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","39 RYEBRIDGE AVE, KILCOCK, KILDARE","Kildare","W23Y248","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","4 CLANCY PARK, ENNIS, CO CLARE","Clare","V95X56N","€75,410.09","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","4 CRANNOG, KESHCARRIGAN, LEITRIM","Leitrim","N41YY31","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","4 DELFERN GROVE, MARYBOROUGH HILL, DOUGLAS","Cork","T12H27K","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","4 Gleann an Fhia, Gurteenroe, Macroom","Cork","","€279,735.00","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","4 Lisnagar Gardens, Rathcormac","Cork","","€374,449.34","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","40 CAISLEAN RI, ATHENRY, GALWAY","Galway","H65CC90","€247,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","41 WILLOW GREEN, ATHLUMNEY WOOD, NAVAN","Meath","C15DNP7","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","43 ATLANTIC COAST, STRAND RD, TRAMORE","Waterford","X91PX85","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","43 TULLYGLASS COURT, SHANNON, CLARE","Clare","V14KN99","€176,250.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","45 GRIFFITH ST, ARKLOW, WICKLOW","Wicklow","Y14NA03","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","45 MONREADHEIGHTS, NAAS, KILDARE","Kildare","W91NH4N","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","47 ROCK RD, BLACKROCK, DUBLIN","Dublin","A94XY65","€822,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","48 The View, Belin Woods, Kilbelin","Kildare","","€352,422.91","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","49 HAWTHORNS, SUMMERHILL, NENAGH","Tipperary","E45VP92","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","49 Newpark Drive, Chapel Road, Kinsealy","Dublin","","€462,555.06","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","5 BELMAYNE PARK WEST, BALMAYNE, BALGRIFFIN DUBLIN 13","Dublin","D13RF97","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","5 CASTLEFIELD GROVE, KILLALA RD, BALINA","Mayo","F26H6Y1","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","5 Cnoic Eoin, Coachford","Cork","","€418,502.00","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","5 Gleann Aibhinn, Clonbeg, Buncrana","Donegal","","€193,833.00","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","5 MAPAS RD, DALKEY, DUBLIN","Dublin","A96CH70","€890,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","5 MONASTERY ROAD, ENNISTYMON, CO CLARE","Clare","V95F8CN","€68,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","5 RAILWAY AVE, KILLYGORDON, LIFFORD","Donegal","F93VH6K","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","5 WELLESLEY HOUSE, STEAMBOAT QUAY, LIMERICK","Limerick","V94VH32","€121,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","50 GILTSPUR BROOK, BRAY, WICKLOW","Wicklow","A98TH22","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","50 HARBOUR COTTAGES, GHAN RD, CARLINGFORD","Louth","A91V225","€288,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","50 PINE GR, ENNIS, CO CLARE","Clare","V95K5R2","€297,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","52 SEVILLE LAWNS, CALLAN RD, KILKENNY","Kilkenny","R95V443","€212,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","53 STONEBRIDGE, RATOATH, COUNTY MEATH","Meath","A85KN20","€432,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","549 THE HERON JACOBS ISLAND, BALLINURE, CORK","Cork","","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","55 CROSFORGE, SAGGART, CO. DUBLIN","Dublin","D24V082","€470,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2023","57  Berry Hill, Castlelyons","Cork","","€330,396.47","No","Yes","New Dwelling house /Apartment",""
"27/02/2023","57 ST MARGARETS AVE, RAHENY, DUBLIN 5","Dublin","D05K304","€675,000.00","No","No","Second-Hand Dwelling house /Apartment",""
